"","A1","A143","A144","A145","A146","A147","A148","A149","A150","A151","A152","A153","A154","A155","A156","A157","A158","A159","A160","A161","A162","A163","A164","A165","A166","A167","A168","A169"
"5124",500315,"Não possui estrutura","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não","Não","Sim","Não","Não","Não","Sim","Não"
"5125",500320,"Órgão da administração indireta","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Sim","Sim","Não","Sim","Sim","Não","Sim","Sim","Sim","Sim"
"5126",500325,"Secretaria municipal em conjunto com outras políticas","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não","Sim","Sim","Não","Sim","Sim","Sim","Não"
"5127",500330,"Não possui estrutura","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não","Sim","Sim","Não","Sim","Sim","Sim","Não"
"5128",500345,"Setor subordinado a outra secretaria","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não","Sim","Sim","Não","Sim","Não","Sim","Sim"
"5129",500348,"Não possui estrutura","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não","Sim","Sim","Não","Sim","Não","Sim","Sim"
"5130",500350,"Não possui estrutura","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não","Não","Sim","Não","Sim","Não","Sim","Sim"
"5131",500370,"Órgão da administração indireta","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Sim","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Sim","Não","Não","Sim","Sim","Não","Sim","Sim","Sim","Sim"
"5132",500375,"Não possui estrutura","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não","Sim","Sim","Não","Sim","Sim","Sim","Não"
"5133",500380,"Setor subordinado à chefia do executivo","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não","Sim","Sim","Não","Sim","Não","Sim","Sim"
"5134",500390,"Não possui estrutura","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não","Não","Não","Não","Sim","Não","Sim","Não"
"5135",500400,"Secretaria municipal em conjunto com outras políticas","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não","Sim","Sim","Não","Sim","Não","Sim","Sim"
"5136",500410,"Secretaria municipal em conjunto com outras políticas","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não","Sim","Sim","Não","Sim","Sim","Sim","Sim"
"5137",500430,"Não possui estrutura","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não","Sim","Sim","Não","Não","Não","Sim","Não"
"5138",500440,"Setor subordinado a outra secretaria","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não aplicável"
"5139",500450,"Não possui estrutura","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não","Não","Sim","Não","Sim","Não","Sim","Sim"
"5140",500460,"Não possui estrutura","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não","Sim","Não","Não","Não","Sim","Sim","Não"
"5141",500470,"Secretaria municipal em conjunto com outras políticas","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não","Sim","Sim","Não","Sim","Não","Sim","Sim"
"5142",500480,"Não possui estrutura","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não","Não","Sim","Não","Sim","Não","Não","Não aplicável"
"5143",500490,"Setor subordinado a outra secretaria","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não","Sim","Sim","Não","Sim","Não","Sim","Sim"
"5144",500500,"Setor subordinado a outra secretaria","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não","Sim","Sim","Não","Sim","Sim","Sim","Sim"
"5145",500510,"Não possui estrutura","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não","Não","Sim","Não","Não","Não","Sim","Não"
"5146",500515,"Não possui estrutura","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não","Não","Sim","Não","Não","Não","Sim","Não"
"5147",500520,"Setor subordinado a outra secretaria","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não","Sim","Sim","Não","Não","Não","Sim","Sim"
"5148",500525,"Secretaria municipal em conjunto com outras políticas","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não","Não","Não","Não","Não","Não","Sim","Sim"
"5149",500540,"Setor subordinado à chefia do executivo","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não","Sim","Sim","Não","Sim","Sim","Sim","Sim"
"5150",500560,"Setor subordinado a outra secretaria","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não","Sim","Sim","Não","Sim","Sim","Sim","Não"
"5151",500568,"Secretaria municipal em conjunto com outras políticas","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não","Não","Sim","Não","Sim","Não","Sim","Não"
"5152",500570,"Setor subordinado a outra secretaria","Sim","2008","Não","Sim","Sim","Não","Sim","Não","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não","Sim","Sim","Não","Sim","Sim","Sim","Não"
"5153",500580,"Setor subordinado a outra secretaria","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não","Sim","Sim","Não","Sim","Sim","Sim","Sim"
"5154",500600,"Setor subordinado à chefia do executivo","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não","Sim","Sim","Não","Sim","Sim","Sim","Sim"
"5155",500620,"Setor subordinado a outra secretaria","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Sim","Não","Não","Sim","Sim","Não","Sim","Sim","Sim","Sim"
"5156",500625,"Setor subordinado a outra secretaria","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não","Não","Sim","Não","Sim","Não","Sim","Sim"
"5157",500630,"Não possui estrutura","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não","Sim","Sim","Não","Sim","Sim","Sim","Não"
"5158",500635,"Secretaria municipal em conjunto com outras políticas","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não","Não","Sim","Não","Sim","Não","Sim","Sim"
"5159",500640,"Não possui estrutura","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não","Sim","Sim","Não","Sim","Não","Sim","Sim"
"5160",500660,"Setor subordinado a outra secretaria","Sim","1993","Não","Sim","Não","Não","Não","Sim","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não","Não","Sim","Não","Sim","Sim","Sim","Sim"
"5161",500690,"Setor subordinado a outra secretaria","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não","Sim","Sim","Não","Sim","Sim","Sim","Não"
"5162",500710,"Não possui estrutura","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não","Sim","Sim","Não","Sim","Não","Sim","Sim"
"5163",500720,"Setor subordinado à chefia do executivo","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Sim","Não","Não","Sim","Sim","Não","Sim","Não","Sim","Sim"
"5164",500730,"Não possui estrutura","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não","Sim","Sim","Não","Sim","Não","Sim","Sim"
"5165",500740,"Não possui estrutura","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não","Sim","Sim","Não","Sim","Não","Sim","Não"
"5166",500750,"Não possui estrutura","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não","Sim","Sim","Não","Sim","Não","Sim","Sim"
"5167",500755,"Não possui estrutura","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Sim","Não","Não","Não","Não","Não","Sim","Não","Sim","Não"
"5168",500769,"Não possui estrutura","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não","Sim","Sim","Não","Sim","Não","Sim","Não"
"5169",500770,"Secretaria municipal em conjunto com outras políticas","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não","Sim","Sim","Não","Sim","Não","Sim","Não"
"5170",500780,"Não possui estrutura","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não","Não","Sim","Não","Sim","Não","Sim","Sim"
"5171",500790,"Setor subordinado a outra secretaria","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não","Sim","Sim","Não","Sim","Sim","Sim","Sim"
"5172",500793,"Não possui estrutura","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não","Sim","Sim","Não","Sim","Não","Sim","Não"
"5173",500795,"Secretaria municipal exclusiva","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Sim","Não","Não","Não","Sim","Não","Sim","Não","Sim","Não"
"5174",500797,"Não possui estrutura","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não","Não","Sim","Não","Sim","Não","Sim","Sim"
"5175",500800,"Setor subordinado à chefia do executivo","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Sim","Não","Não","Sim","Sim","Não","Sim","Não","Sim","Sim"
"5176",500830,"Setor subordinado a outra secretaria","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não","Sim","Sim","Não","Sim","Sim","Sim","Sim"
"5177",500840,"Secretaria municipal em conjunto com outras políticas","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não","Sim","Sim","Não","Não","Não","Sim","Sim"
"5178",510010,"Setor subordinado a outra secretaria","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Sim","Não","Não","Não","Sim","Não","Sim","Sim","Não","Não aplicável"
"5179",510020,"Não possui estrutura","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não","Sim","Sim","Não","Não","Não","Sim","Sim"
"5180",510025,"Secretaria municipal em conjunto com outras políticas","Sim","2005","Sim","Sim","Sim","Não","Não","Sim","Não","Sim","Sim","Sim","Sim","Não","Não","Não","Não","Sim","Não","Sim","Sim","Não","Não","Sim","Não","Não aplicável"
"5181",510030,"Secretaria municipal em conjunto com outras políticas","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não","Sim","Sim","Não","Não","Não","Não","Não aplicável"
"5182",510035,"Não possui estrutura","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não","Sim","Sim","Não","Não","Não","Não","Não aplicável"
"5183",510040,"Setor subordinado a outra secretaria","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não","Sim","Sim","Não","Não","Não","Não","Não aplicável"
"5184",510050,"Secretaria municipal exclusiva","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não","Sim","Sim","Não","Sim","Não","Sim","Sim"
"5185",510060,"Secretaria municipal exclusiva","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não","Sim","Sim","Não","Não","Não","Não","Não aplicável"
"5186",510080,"Setor subordinado a outra secretaria","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não","Não","Sim","Não","Sim","Não","Sim","Não"
"5187",510100,"Secretaria municipal exclusiva","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não","Sim","Sim","Não","Não","Não","Sim","Não"
"5188",510120,"Secretaria municipal exclusiva","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não aplicável"
"5189",510125,"Não possui estrutura","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não","Sim","Sim","Não","Sim","Não","Não","Não aplicável"
"5190",510130,"Secretaria municipal exclusiva","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não","Sim","Sim","Não","Sim","Não","Sim","Sim"
"5191",510140,"Não possui estrutura","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não","Sim","Sim","Não","Não","Sim","Sim","Não"
"5192",510160,"Setor subordinado a outra secretaria","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Sim","Não","Não","Sim","Não","Sim","Não","Não","Não aplicável"
"5193",510170,"Setor subordinado a outra secretaria","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não","Sim","Sim","Não","Sim","Não","Sim","Não"
"5194",510180,"Não possui estrutura","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Sim","Não","Sim","Sim","Não","Sim","Sim","Sim","Sim"
"5195",510185,"Não possui estrutura","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não","Não","Não","Não","Não","Não","Sim","Não"
"5196",510190,"Secretaria municipal exclusiva","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não","Sim","Sim","Não","Sim","Sim","Sim","Não"
"5197",510250,"Não possui estrutura","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Sim","Sim","Não","Sim","Sim","Não","Sim","Sim","Sim","Sim"
"5198",510260,"Secretaria municipal exclusiva","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não","Sim","Não","Não","Não","Não","Sim","Sim"
"5199",510263,"Setor subordinado à chefia do executivo","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não","Sim","Sim","Não","Sim","Sim","Sim","Não"
"5200",510267,"Setor subordinado a outra secretaria","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Sim","Não","Sim","Não","Não","Não","Não","Não","Não","Não","Sim","Sim","Não","Sim","Sim","Sim","Não"
"5201",510268,"Não possui estrutura","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não","Sim","Sim","Não","Sim","Não","Sim","Não"
"5202",510269,"Não possui estrutura","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não","Sim","Sim","Não","Não","Não","Não","Não aplicável"
"5203",510270,"Setor subordinado a outra secretaria","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não","Sim","Sim","Não","Sim","Não","Sim","Não"
"5204",510279,"Secretaria municipal exclusiva","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não","Não","Sim","Não","Não","Sim","Sim","Não"
"5205",510285,"Não possui estrutura","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não","Sim","Sim","Não","Não","Sim","Não","Não aplicável"
"5206",510300,"Secretaria municipal em conjunto com outras políticas","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não","Sim","Sim","Não","Sim","Sim","Sim","Sim"
"5207",510305,"Não possui estrutura","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não","Não","Sim","Não","Sim","Não","Sim","Sim"
"5208",510310,"Secretaria municipal em conjunto com outras políticas","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não","Sim","Sim","Não","Sim","Não","Sim","Não"
"5209",510320,"Não possui estrutura","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não","Sim","Sim","Não","Não","Não","Sim","Não"
"5210",510325,"Setor subordinado à chefia do executivo","Sim","2010","Sim","Sim","Sim","Sim","Sim","Sim","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Sim","Não","Sim","Sim","Não","Sim","Sim","Não","Não aplicável"
"5211",510330,"Setor subordinado à chefia do executivo","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não","Sim","Sim","Não","Sim","Sim","Sim","Não"
"5212",510335,"Secretaria municipal em conjunto com outras políticas","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não","Sim","Sim","Não","Não","Sim","Não","Não aplicável"
